name,rating,relevance_score,source_language,review,sentiment_score,sentiment,sentiment_score_mbert,sentiment_mbert
lucas severich,1,0.0095018324962671,es,think 10 time travel company always rescheduflight charge excessively reprogram flight,0.0,Neutral,-1.0,Negative
lucas v,1,0.0,es,flybondi experience thank flybondi make value first line company serious company maintain flight time respect condition sale course value customer league specifically reschedule flight day reason day completely lose inopence bad logistic coordination without possibility reorganize without offer chord viable solution unilateral decision respect absolutely anything want try airline boast offer good service affordable price go wrong cheap expensive flybondi owe exactly 44 733 00 lodging plus entire day share family vacation bzeslf code fo5101 flight 12 5 21 flybondi give grain sand reprogram flight remember transport box carry person person handle commitment schedule responsibility case vacation first last time Chau flybondi,0.8984,Positive,-1.0,Negative
lucassolanet,1,0.0,es,unpresentable buy plane ticket less hour buy change flight morning night call customer service spend hour attend give another option come well happy change return flight also destination airport plan stay mendoza reprogram go morning thing arrive aeroparque want online check page label want charge yes select seat option call first time use give ball bad person mistake bad,-0.0772,Negative,-1.0,Negative
lucfrancisco,3,0.0,es,fly bondi epa still appear airport take several write say acceptable service disguise go come perhaps day preferable opt traditional line great safety schedule,0.802,Positive,0.5,Positive
lucia,4,0.0,es,price quality travel december 25 palomar thinking read bad comment airline exceed expectation first class price compensate everything check fast shipment estimate time great flight seat comfortable world short trip super recommend Christmas give giant nougat different service everything charge separately check suitcase food repeat short trip comparison quality price would certainly travel airline,0.9136,Positive,1.0,Positive
lucia d,1,0.0,es,shame cancel 4h flight travel 12 hour pass continue without response lose hotel night car rental excursion cut we phone respond mail aeroparque employee know say waste time money,-0.7745,Negative,-1.0,Negative
lucia leites sanchez,5,0.0029378114758866,es,trip Cshuaia delay delay first leg different return back wide seat airport service cabin tripulation friendly excellent thank,0.7003,Positive,1.0,Positive
lucia n,1,0.0,es,lousy chanta service lousy service cancel flight late hide send hotel even air conditioning bad first leg like back nobody give face flight 19 hour endleave next day 23 hour treatment unkind staff bad experience recommend,-0.936,Negative,-1.0,Negative
lucia p,1,0.0,es,irresponsible clarification put flight date demand fly buy flight september aeroparque departure ushuaia destination leave bs 3 30 p change one 5 20 morning starting ezeiza undoubtedly buy afternoon need bs 200 kilometer impossible take flight painful hour wait call call manage attend order abound detail say finally solve problem option return money know take least 30 business day imagine mean infinity disorder cause right go friend flight brazil month january end expensive trip life never buy fly bondy absolutely unrestrabable take care anything lucía porta,-0.5325,Negative,-1.0,Negative
lucia v,1,0.0,es,fool bad airline history low price high cost 4 reprogramming trip door already embark plane tell we return technical damage flight leave spend next 1 15 morning 9 hour original flight small baby even agree give blanket bed sleep airport floor zero humanity kindness zero mention take care anything transfer pay hotel night nothing prefer pay double passage fly flybondi,-0.4019,Negative,-1.0,Negative
luciana a,1,0.0,es,espeastorsunpresentable scammer make believe ticket cheap purchase day flight reprogram cancel waste time money also offer money return 30 day pay cash time purchase work money choose scammer,-0.6369,Negative,-1.0,Negative
luciana p,1,0.0,es,disaster shameful unfortunate want go vacation relax end stress double unfortunate airline 2 month ago take ticket 2 month make change trip bsas salta leave aeroparque leave ezeiza change schedule less 48h flight get text message say cancel pass next close flight return salta bsas want bring destiny take pathetic bad airline history cheap poronga please travel bad thing several person warn say good happen everyone pass lose lot money already everything reserve take absolutely anything top call make reimbursement nobody answer cut busy hope stop operate disappear country thanks shit holiday,-0.9713,Negative,-1.0,Negative
luciana pozzo,1,0.000969574744517,es,bad disaster live life want go vacation relax end stress double unfortunate airline 2 month ago take ticket 2 month make change trip bsas salta leave aeroparque leave ezeiza change schedule less 48h flight get text message say cancel pass next close flight return salta bsas want bring destiny take pathetic bad airline history cheap poronga please travel bad thing several person warn say good happen everyone pass lose lot money already everything reserve take absolutely anything top call make reimbursement nobody answer cut busy hope stop operate disappear country thanks shit holiday,-0.9644,Negative,-1.0,Negative
luciano barbetta,1,0.0073687680583296,es,first last time travel eighth airline make purchase take suitcase mistake select 9 kg suitcase change 20 kg suitcase disaster,-0.7579,Negative,-1.0,Negative
luciano martin,1,0.0494967907075956,es,bad company travel never meet anything 2 flight take time one cancel 8h reprogramm program 10h wait airport disaster pay difference go airline like person save many headache time,-0.6486,Negative,-1.0,Negative
luciano v,5,0.0,es,good experience know several negative opinion case everything go well travel ba rio day send mail reprogram delay 2 hour first leg attentive mail app always super punctual comfortable ezeiza super polite good vibe staff 10 hostess clean plane comfortable seat tourist class arrive punctual food plane pay cash adequate type duration flight price super cheap ticket would choose,0.9732,Positive,0.5,Positive
lucila blanco,1,0.0,es,shame cheap expensive lousy service nobody know anything nobody answer anything lie face flight suppose leave bariloche el Palomar 7 00 p february 23 departure repeatedly delay promise we would come 11 30 p go send we ezeiza arrive 11 p.m. cancel flight lose day waiting bad thing reschedule 24th 10 know go time already change many time top promise we lodging 3 still waiting give lodge give privileged nobody know touch other almost flight run lodging sleeping cold floor airport without answer anyone promise lodging paper promise thing can not fulfill disaster,-0.5442,Negative,-1.0,Negative
lucy rodriguez,1,0.008755259942989,es,bad experience life 5 time schedule flight still know able travel lose day money go back pocket travel company pay cheap passage another airline late charge bad blood make,-0.8779,Negative,-1.0,Negative
lucía d,1,0.0,es,pesimathey cancel flight passage buy 6 month ago travel collective passage pay 4 time want return less money penalty joke person travel,-0.4377,Negative,-1.0,Negative
